,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,airline,text
19,570267956648792064,positive,1.0,0,Virgin America,@VirginAmerica you know what would be amazingly awesome? BOS-FLL PLEASE!!!!!!! I want to fly with only you.
20,570265883513384960,negative,0.6705,Can't Tell,Virgin America,@VirginAmerica why are your first fares in May over three times more than other carriers when all seats are available to select???
21,570264145116819457,positive,1.0,0,Virgin America,@VirginAmerica I love this graphic. http://t.co/UT5GrRwAaA
22,570259420287868928,positive,1.0,0,Virgin America,@VirginAmerica I love the hipster innovation. You are a feel good brand.
23,570258822297579520,neutral,1.0,0,Virgin America,@VirginAmerica will you be making BOS&gt;LAS non stop permanently anytime soon?
24,570256553502068736,negative,1.0,Customer Service Issue,Virgin America,@VirginAmerica you guys messed up my seating.. I reserved seating with my friends and you guys gave my seat away ... 😡 I want free internet
25,570249102404923392,negative,1.0,Customer Service Issue,Virgin America,@VirginAmerica status match program.  I applied and it's been three weeks.  Called and emailed with no response.
26,570239632807370753,negative,1.0,Can't Tell,Virgin America,@VirginAmerica What happened 2 ur vegan food options?! At least say on ur site so i know I won't be able 2 eat anything for next 6 hrs #fail
27,570217831557677057,neutral,0.6854,0,Virgin America,@VirginAmerica do you miss me? Don't worry we'll be together very soon.
28,570207886493782019,negative,1.0,Bad Flight,Virgin America,@VirginAmerica amazing to me that we can't get any cold air from the vents. #VX358 #noair #worstflightever #roasted #SFOtoBOS
29,570124596180955136,neutral,0.615,0,Virgin America,@VirginAmerica LAX to EWR - Middle seat on a red eye. Such a noob maneuver. #sendambien #andchexmix
30,570114021854212096,negative,1.0,Flight Booking Problems,Virgin America,"@VirginAmerica hi! I just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during Flight Booking Problems 😢"
31,570094701371469825,neutral,1.0,0,Virgin America,@VirginAmerica Are the hours of operation for the Club at SFO that are posted online current?
32,570088404156698625,negative,1.0,Customer Service Issue,Virgin America,"@VirginAmerica help, left expensive headphones on flight 89 IAD to LAX today. Seat 2A. No one answering L&amp;F number at LAX!"
33,570084582780899328,negative,1.0,Customer Service Issue,Virgin America,"@VirginAmerica awaiting my return phone call, just would prefer to use your online self-service option :("
34,570076792993611776,positive,1.0,0,Virgin America,@VirginAmerica this is great news!  America could start flights to Hawaii by end of year http://t.co/r8p2Zy3fe4 via @Pacificbiznews
35,570051991277342720,neutral,0.6207,0,Virgin America,Nice RT @VirginAmerica: Vibe with the moodlight from takeoff to touchdown. #MoodlitMonday #ScienceBehindTheExperience http://t.co/Y7O0uNxTQP
36,570051381534396416,positive,1.0,0,Virgin America,@VirginAmerica Moodlighting is the only way to fly! Best experience EVER! Cool and calming. 💜✈ #MoodlitMonday
37,570045393565691904,positive,1.0,0,Virgin America,"@VirginAmerica @freddieawards Done and done! Best airline around, hands down!"
38,570038941497192448,neutral,0.6791,0,Virgin America,@VirginAmerica when can I book my flight to Hawaii??
39,570035876845084672,negative,1.0,Customer Service Issue,Virgin America,@VirginAmerica Your chat support is not working on your site: http://t.co/vhp2GtDWPk
40,570033593394667521,positive,0.6639,0,Virgin America,"@VirginAmerica View of downtown Los Angeles, the Hollywood Sign, and beyond that rain in the mountains! http://t.co/Dw5nf0ibtr"
41,570025482344898560,negative,0.6688,Flight Booking Problems,Virgin America,"@VirginAmerica Hey, first time flyer next week - excited! But I'm having a hard time getting my flights added to my Elevate account. Help?"
42,570016304284901379,neutral,1.0,0,Virgin America,@VirginAmerica plz help me win my bid upgrade for my flight 2/27 LAX---&gt;SEA!!!  🍷👍💺✈️
43,570015408788414464,neutral,0.6578,0,Virgin America,@VirginAmerica I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp
44,570013523650048002,neutral,1.0,0,Virgin America,@VirginAmerica are flights leaving Dallas for Seattle on time Feb 24?
45,570012257549070337,positive,1.0,0,Virgin America,@VirginAmerica I'm #elevategold for a good reason: you rock!!
46,570011341483843584,neutral,0.6799,0,Virgin America,@VirginAmerica  DREAM http://t.co/oA2dRfAoQ2 http://t.co/lWWdAc2kHx
47,570010571707256832,positive,1.0,0,Virgin America,@VirginAmerica wow this just blew my mind
48,570010539499393025,neutral,1.0,0,Virgin America,@VirginAmerica @ladygaga @carrieunderwood After last night #tribute #SoundOfMusic #Oscars2015 @ladygaga! I think @carrieunderwood agree
49,570009713447825408,neutral,0.6436,0,Virgin America,@VirginAmerica @ladygaga @carrieunderwood All were entertaining
50,570009035455344640,neutral,0.6764,0,Virgin America,"@VirginAmerica Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks."
51,570006886012973056,positive,0.657,0,Virgin America,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive! NO to @Carrieunderwood
52,570004391731847169,neutral,1.0,0,Virgin America,@VirginAmerica wish you flew out of Atlanta... Soon?
53,570001194900426752,neutral,0.7118,0,Virgin America,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews. Hands down.
54,570000071644872704,neutral,1.0,0,Virgin America,@VirginAmerica Will flights be leaving Dallas for LA on February 24th?
55,569996412286582784,negative,0.6939,Flight Booking Problems,Virgin America,@VirginAmerica hi! i'm so excited about your $99 LGA-&gt;DAL deal- but i've been trying 2 book since last week &amp; the page never loads. thx!
56,569996245462159361,positive,1.0,0,Virgin America,@VirginAmerica you know it. Need it on my spotify stat #guiltypleasures
57,569990222609412097,positive,0.635,0,Virgin America,@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! 😊
58,569990163209850881,neutral,0.7007,0,Virgin America,@VirginAmerica @ladygaga @carrieunderwood - Carrie!
59,569989504431316993,neutral,1.0,0,Virgin America,@VirginAmerica New marketing song? https://t.co/F2LFULCbQ7 let us know what you think?
60,569989321698074624,neutral,1.0,0,Virgin America,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh.
61,569989034501500928,negative,1.0,Customer Service Issue,Virgin America,@VirginAmerica I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!
62,569987622484848640,neutral,0.6858,0,Virgin America,"@VirginAmerica @ladygaga @carrieunderwood all are great , but I have to go with #CarrieUnderwood 😍👌"
63,569986782567071744,neutral,1.0,0,Virgin America,"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!"
64,569986348041547778,positive,1.0,0,Virgin America,@VirginAmerica @ladygaga @carrieunderwood  love all three but you really can't beat the classics!
65,569982307634794497,neutral,0.6814,0,Virgin America,@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.
66,569976620158578688,negative,1.0,Customer Service Issue,Virgin America,@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/
67,569973821396152323,negative,1.0,Late Flight,Virgin America,"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?"
68,569972508499283968,positive,0.6922,0,Virgin America,@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV
69,569967019958730753,negative,1.0,Lost Luggage,Virgin America,@VirginAmerica everything was fine until you lost my bag
70,569961866224652288,neutral,1.0,0,Virgin America,@virginamerica Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?
71,569949891163615232,neutral,0.6492,0,Virgin America,@VirginAmerica I emailed your customer service team. Let me know if you need the tracking number.
72,569948966873370625,neutral,1.0,0,Virgin America,"@VirginAmerica hi I just booked a flight but need to add baggage, how can I do this?"
73,569946362126602240,negative,1.0,Flight Attendant Complaints,Virgin America,@VirginAmerica your airline is awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0VrfhjHt
74,569942903683813376,positive,1.0,0,Virgin America,"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this."
75,569941957490774016,positive,1.0,0,Virgin America,@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?
76,569940834994401280,neutral,1.0,0,Virgin America,"@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF"
77,569940323746516993,neutral,1.0,0,Virgin America,@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks
78,569935232033366017,negative,1.0,Customer Service Issue,Virgin America,@VirginAmerica what is going on with customer service? Is there anyway to speak to a human asap? Thank you.
79,569934395865493504,neutral,1.0,0,Virgin America,@VirginAmerica what happened to Doom?!
80,569933816963342337,negative,1.0,Customer Service Issue,Virgin America,@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness
81,569933777931145216,positive,1.0,0,Virgin America,@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G
82,569933405506310144,negative,0.6792,Late Flight,Virgin America,@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(
83,569933360564342784,negative,1.0,Can't Tell,Virgin America,@VirginAmerica I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness
84,569929243146088448,negative,1.0,Can't Tell,Virgin America,@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin
85,569926998824394752,negative,1.0,Flight Booking Problems,Virgin America,@VirginAmerica I’m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R
86,569923394990419968,neutral,0.6705,0,Virgin America,@VirginAmerica Can't bring up my reservation online using Flight Booking Problems code
87,569922008588222465,neutral,1.0,0,Virgin America,@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4
88,569920824905306113,neutral,0.6545,0,Virgin America,@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?
89,569919041244147712,negative,1.0,Can't Tell,Virgin America,@VirginAmerica Why is the site down?  When will it be back up?
90,569915941192015872,neutral,1.0,0,Virgin America,"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!"""
91,569913339427434496,neutral,0.6639,0,Virgin America,"@VirginAmerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?"
92,569911816937033728,negative,1.0,Cancelled Flight,Virgin America,@VirginAmerica I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday .
93,569911674158731264,negative,1.0,Late Flight,Virgin America,"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin"
94,569911218942517248,neutral,0.6765,0,Virgin America,@VirginAmerica why is flight 345 redirected?
95,569910981868060673,negative,1.0,Customer Service Issue,Virgin America,"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign."
96,569909224521641984,negative,1.0,Customer Service Issue,Virgin America,@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y
97,569907336485019648,negative,1.0,Can't Tell,Virgin America,@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable
98,569896805611089920,negative,1.0,Flight Booking Problems,Virgin America,@virginamerica What is your phone number. I can't find who to call about a flight reservation.
99,569894449620369408,negative,1.0,Customer Service Issue,Virgin America,@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone.
100,569894407001939968,neutral,1.0,0,Virgin America,@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM
101,569892199690678272,negative,1.0,Late Flight,Virgin America,@VirginAmerica why must a traveler miss a flight to Late Flight check a bag?  I missed my morning appointments and you lost my business. #sfo2lax
102,569891469210755074,neutral,1.0,0,Virgin America,@VirginAmerica check out new music http://t.co/maRcnOCWzn
103,569891436100874241,negative,0.6925,Late Flight,Virgin America,@virginamerica how's a direct flight FLL-&gt;SFO have unexpected layover in Vegas 4 fuel yet peeps next to me bought for Vegas flight. #sneaky
104,569887310713479168,negative,1.0,Late Flight,Virgin America,@VirginAmerica your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.
105,569887049446076416,positive,1.0,0,Virgin America,"@VirginAmerica - amazing customer  service, again! 💕💕 RaeAnn in SF - she's the best! #customerservice #virginamerica #flying"
106,569884551712886785,negative,1.0,Customer Service Issue,Virgin America,@VirginAmerica called your service line and was hung up on. This is awesome. #sarcasm
107,569884407852437504,negative,1.0,Flight Booking Problems,Virgin America,@VirginAmerica your site is tripping. I'm trying to check in and I'm getting the plain text version. I am reluctant to enter any card info.
108,569881548515708928,neutral,0.6593,0,Virgin America,@VirginAmerica I was scheduled for SFO 2 DAL flight 714 today. Changed to 24th due weather. Looks like flight still on?
109,569873669700358144,positive,0.6823,0,Virgin America,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare"
110,569873668131717120,neutral,1.0,0,Virgin America,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/RPdBpX3wNd #CheapFlights #FareCompare"
111,569873665640292353,positive,0.6806,0,Virgin America,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare"
112,569873664612704256,neutral,0.6529,0,Virgin America,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare"
113,569872058613673984,positive,0.6779999999999999,0,Virgin America,@VirginAmerica Have a great week 🌞✈
114,569861209781989377,positive,0.3482,0,Virgin America,@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH
115,569847920192655361,negative,1.0,Late Flight,Virgin America,"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?"
116,569814339785338880,positive,1.0,0,Virgin America,"@VirginAmerica is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience"
117,569777607371128834,positive,1.0,0,Virgin America,@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!
118,569774078233419776,positive,1.0,0,Virgin America,@VirginAmerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.
119,569770363623575552,positive,1.0,0,Virgin America,"@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining"
120,569748316776325120,negative,0.6832,Customer Service Issue,Virgin America,@VirginAmerica Use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?
121,569741221783957504,negative,1.0,Flight Booking Problems,Virgin America,"@VirginAmerica And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?"
122,569737603617943552,negative,1.0,Customer Service Issue,Virgin America,@VirginAmerica I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370
123,569714127792254976,positive,1.0,0,Virgin America,@VirginAmerica thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!
124,569675144353828864,positive,1.0,0,Virgin America,@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!
125,569674358135914496,neutral,1.0,0,Virgin America,"@VirginAmerica Do you provide complimentary upgrades to first class, if there are available seats?"
126,569666477265018881,negative,0.6703,Customer Service Issue,Virgin America,@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!
127,569652497947734017,positive,1.0,0,Virgin America,@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue
128,569649116487290880,neutral,1.0,0,Virgin America,@VirginAmerica How can I watch the #Oscars2015 on my JFK-&gt;SFO flight?
129,569643262459269120,neutral,0.6535,0,Virgin America,@VirginAmerica is flight 882 Cancelled Flightled and what do I do if it is?
130,569642845516275712,negative,1.0,Customer Service Issue,Virgin America,@VirginAmerica you are failing your customers because your check in process does not link to TSA pre-check.
131,569634318349246464,negative,1.0,Can't Tell,Virgin America,@VirginAmerica @FiDiFamilies us too! Terrible airline! Just gave us a hotel hotline number and said sorry
132,569633630978310145,neutral,1.0,0,Virgin America,@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?
133,569633279546036224,negative,1.0,Cancelled Flight,Virgin America,@VirginAmerica @ChrysiChrysic your assistance yesterday when u Cancelled Flightled our flight was to give us a hotel hotline  Shame on you!
134,569630092273410048,negative,1.0,Late Flight,Virgin America,@VirginAmerica Another delayed flight? #likingyoulessandless
135,569627480425766912,negative,1.0,Customer Service Issue,Virgin America,@VirginAmerica I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise
136,569625739231948800,positive,1.0,0,Virgin America,@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015
137,569625609799774208,neutral,1.0,0,Virgin America,"@VirginAmerica, @reallytallchris dropped a track on you... https://t.co/zv2pt6TRK9"
138,569620102389350401,positive,0.7011,0,Virgin America,@VirginAmerica always!!! Xoxo
139,569619569372823552,negative,1.0,Flight Booking Problems,Virgin America,@VirginAmerica why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated
140,569618527948115968,negative,0.6543,Flight Attendant Complaints,Virgin America,@VirginAmerica You'd think paying an extra $100 bucks RT for luggage might afford you hiring an extra hand at @sfo #lame
141,569616490380439552,positive,1.0,0,Virgin America,@VirginAmerica best customer service rep in the world! #irmafromDallas takes the cake!!!
142,569615109363929088,neutral,0.355,0,Virgin America,@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service 😃
143,569614365755899905,negative,0.6889,Late Flight,Virgin America,@VirginAmerica please provide status for flight 769.  I cant imagine it's on time as the Web indicates  dude to weather here and/or Dallas
144,569614024578600960,positive,1.0,0,Virgin America,@VirginAmerica you have amazing staff &amp; super helpful as I just ran the @WaltDisneyWorld #PrincessHalf they have spoiled me with comfort!!!
145,569609971383586817,negative,1.0,Cancelled Flight,Virgin America,"@VirginAmerica I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :("
146,569608328998887424,negative,0.679,Flight Booking Problems,Virgin America,@VirginAmerica question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.
147,569599867716132864,positive,1.0,0,Virgin America,Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.
148,569596445680115712,positive,1.0,0,Virgin America,@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf
149,569596097540132864,negative,1.0,Damaged Luggage,Virgin America,.@VirginAmerica I don't understand why you need a DM to give me an answer on if you have a damaged luggage policy.
150,569594386066984960,negative,1.0,Damaged Luggage,Virgin America,.@VirginAmerica does that mean you don't have a policy for destroyed luggage?
151,569586660909973504,neutral,1.0,0,Virgin America,@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?
152,569580805036453888,positive,1.0,0,Virgin America,@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ;-)
153,569575679722786816,neutral,1.0,0,Virgin America,@VirginAmerica is your website ever coming back online?
154,569575003248676864,neutral,0.6732,0,Virgin America,"@VirginAmerica  - Is Flight 713 from Love Field to SFO definitely Cancelled Flightled for Monday, February 23?"
155,569574973662232576,neutral,1.0,0,Virgin America,@VirginAmerica Is flight 0769 out of LGA to DFW on time?
156,569574961158815745,neutral,1.0,0,Virgin America,@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?
157,569572942381649920,negative,1.0,Customer Service Issue,Virgin America,@VirginAmerica having problems Flight Booking Problems on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.
158,569572740723712001,negative,0.6593,Cancelled Flight,Virgin America,@VirginAmerica How do I reschedule my Cancelled Flightled flights online? The change button is greyed out!
159,569566981835218944,negative,1.0,Flight Booking Problems,Virgin America,"@VirginAmerica I rang, but there is a wait for 35 minutes!! I can book the same ticket through a vendor, fix your site"
160,569564853460807680,negative,1.0,Late Flight,Virgin America,"@VirginAmerica got a flight (we were told) for 4:50 today..,checked my email and its for 4;50 TOMORROW. This is unacceptable."
161,569564610837086209,negative,1.0,Cancelled Flight,Virgin America,"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)"
162,569562202405019650,negative,1.0,Bad Flight,Virgin America,@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter
163,569541127340040192,negative,0.6517,Customer Service Issue,Virgin America,@VirginAmerica is the website down?
164,569540405676654592,negative,0.68,Customer Service Issue,Virgin America,@VirginAmerica - Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS? http://t.co/8qsQMM7KF2
165,569494748341407744,negative,1.0,Customer Service Issue,Virgin America,@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers
166,569482263345307648,neutral,1.0,0,Virgin America,@VirginAmerica Plans to Include Austin to its Dallas Route - TopNews Arab #Emirates http://t.co/aqZWecOkk2
167,569477692166316033,negative,1.0,Customer Service Issue,Virgin America,@VirginAmerica Is it normal to receive no reply from Central Baggage #baggageissues #smh
168,569461469042966528,negative,1.0,longlines,Virgin America,@VirginAmerica at Logan airport and waiting to checkin for my 9am flight. Checkin desk not open !!!!! Why?!
169,569459618881019905,neutral,1.0,0,Virgin America,@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx
170,569452063920226304,neutral,1.0,0,Virgin America,"@VirginAmerica Beats EPS Views, Takes On #SouthwestAir VA LUV - Investor's Business Daily http://t.co/FLwmGDAHxu"
171,569447071910105089,neutral,1.0,0,Virgin America,@VirginAmerica Lister to my show my on Monday 1230 130
172,569429411646156800,neutral,1.0,0,Virgin America,@VirginAmerica to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH
173,569369239183872000,negative,1.0,Can't Tell,Virgin America,"@VirginAmerica congrats, you just got all my business from EWR to SFO/LAX. Fuck you @united fl1289 SFO/EWR was the clincher..."
174,569368160291463168,negative,1.0,Customer Service Issue,Virgin America,@VirginAmerica  I applied over 2 weeks ago. Haven't heard back and I'm flying this week #disappointed
175,569356387785900032,neutral,0.6816,0,Virgin America,@VirginAmerica I'd love to know what your policy is for damaged luggage.
176,569354267854704641,positive,1.0,0,Virgin America,@VirginAmerica Thank you for the follow
177,569351220097216512,negative,1.0,Customer Service Issue,Virgin America,@VirginAmerica - too many apologies! You r the worse airlines! Don't even respond to your cudtomers
178,569348775631675392,negative,1.0,Cancelled Flight,Virgin America,@VirginAmerica shame on VA for making people spend money in stranded cities when other airlines are landing at JFK! Who will reimburse me?
179,569324558999691264,neutral,0.6701,0,Virgin America,@VirginAmerica @TTINAC11 I DM you
180,569323106210152448,neutral,0.6942,0,Virgin America,@VirginAmerica can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas 😩😭
181,569323082701275138,negative,1.0,Customer Service Issue,Virgin America,@VirginAmerica too bad you say it takes 10 to 14 days via YOUR confirmation email. When I inquired after 3 weeks you claim 6 to 8 weeks!
182,569318651502989312,negative,0.6791,Cancelled Flight,Virgin America,@VirginAmerica Flight from BOS &gt; LAS tomorrow was Cancelled Flightled. No notification; wait times are 1+ hour. Will you rebook on another airline?
183,569318130356502528,positive,0.3579,0,Virgin America,😎 RT @VirginAmerica: You’ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt
184,569316358845911040,positive,1.0,0,Virgin America,@VirginAmerica Only way to fly! #Elevate #Gold
185,569311498301870080,neutral,0.653,0,Virgin America,@VirginAmerica If only you guys had flights from CMH.
186,569311060903268352,negative,1.0,Can't Tell,Virgin America,"@VirginAmerica a lot of ""apologies"" being thrown out to customers from what I can see.Very sad. Thanks for nothing. Worst airline ever."
187,569310635986546688,negative,1.0,Flight Attendant Complaints,Virgin America,@VirginAmerica  for all my flight stuff wrong and did nothing about it. Had #worst #flight ever
188,569305113589714944,neutral,0.6743,0,Virgin America,@VirginAmerica Having an issue finding a missing item on a plane. Can you help me find which airport my plane headed to next?
189,569304436612444160,positive,0.6783,0,Virgin America,@VirginAmerica you will match my #AmericanAirlines status? Cool!
190,569304208534597632,neutral,0.6863,0,Virgin America,“@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqy” @asarco_ES_ar ? 🙉
191,569304030847090688,negative,1.0,Flight Booking Problems,Virgin America,@VirginAmerica trying to book a flight with you guys and your website won't let me... about to lose my business
192,569303931916038144,negative,1.0,Can't Tell,Virgin America,@VirginAmerica you suck!
193,569298165855338497,positive,1.0,0,Virgin America,@VirginAmerica thanks!
194,569290361870426112,negative,1.0,Flight Booking Problems,Virgin America,@VirginAmerica Just DM'd. Same issue persisting.
195,569282249717194754,negative,1.0,Cancelled Flight,Virgin America,@VirginAmerica Because we never rec'd Cancelled Flightlation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids
196,569277854950817792,negative,1.0,Flight Booking Problems,Virgin America,@VirginAmerica trying to book a flight &amp; your site is down 😁
